quote,author
“What we perceive about ourselves is greatly a reflection of how we will end up living our lives.”,Stephen Richards
“Soar with wit. Conquer with dignity. Handle with care.”,Criss Jami
"“Fear can only grow in darkness. Once you face fear with light, you win.”",Steve Maraboli
"“We can't undo a single thing we have ever done, but we can make decisions today that propel us to the life we want and towards the healing we need.”",Steve Maraboli
“You can't just wish change; you have to live the change in order for it to become a reality.”,Steve Maraboli
"“Reading the Bible will help you get to know the word, but it’s when you put it down and live your life that you get to know the author.”",Steve Maraboli
"“A very small percentage of the people in this world will actually experience and live today. So many people will be stuck on another day, another time that traumatized them and caused them to spiritually stutter so they miss out on this day.”",Steve Maraboli
“Be wise today so you don't cry tomorrow.”,E.A. Bucchianeri
"“To assess the quality of thoughts of people, don't listen to their words, but watch their actions.”",Amit Kalantri
“You are what you believe in. You become that which you believe you can become”,Bhagavad Gita
"“If you want to find happiness, find gratitude.”",Steve Maraboli
“Everyone's time is limited. What matters most is to focus on what matters most.”,Roy T. Bennett
“Do it first and feel about it afterwards.' - Dagny Taggart”,Ayn Rand
“Never allow your mind to wander untamed like a wild animal that exists on the basis of survival of the fittest. Tame your mind with consistent focus on your goals and desires.”,Stephen Richards
“Grateful souls focus on the happiness and abundance present in their lives and this in turn attracts more abundance and joy towards them.”,Stephen Richards
"“When you start giving, instead of getting, you make a difference. You can always give a warm smile, a sincere hello, a positive vibe... your attention, your time, your love, and kindness to those around you.”",Roy T. Bennett
"“It is not as much about who you used to be, as it is about who you choose to be.”",Sanhita Baruah
"“Intelligence is more important than strength, that is why earth is ruled by men and not by animals.”",Amit Kalantri
“Life is a balanced system of learning and evolution. Whether pleasure or pain; every situation in your life serves a purpose. It is up to us to recognize what that purpose could be.”,Steve Maraboli
"“Manifesting is a lot like making a cake. The things needed are supplied by you, the mixing is done by your mind and the baking is done in the oven of the universe.”",Stephen Richards
"“I’ll detach myself from the crowd if it hinders my growth, I’ll fall from the tree that won’t let me grow.”",Hareem Ch
“I will heighten my life by helping others heighten theirs”,Les Brown
"“Everyone of us needs to show how much we care for each other and, in the process, care for ourselves.”",Princess Diana
“No one rises to low expectations”,Les Brown
“Do you love yourself enough to BE what you love yourself enough to WANT?”,Steve Maraboli
"“When admiring other people's gardens, don't forget to tend to your own flowers.”",Sanober Khan
"“Before this generation lose the wisdom, one advice - read books.”",Amit Kalantri
“One of the most healing things you can do is recognize where in your life you are your own poison.”,Steve Maraboli
"“By reacting from fear instead of responding from love, you inject poison directly into the veins of your relationship.”",Steve Maraboli
“You are the perfect creation of God. Don't allow you to be down. God is experiencing through you.”,Amit Ray
“It’s time to care; it’s time to take responsibility; it’s time to lead; it’s time for a change; it’s time to be true to our greatest self; it’s time to stop blaming others.”,Steve Maraboli
"“When I face the desolate impossibility of writing five hundred pages, a sick sense of failure falls on me, and I know I can never do it. Then gradually, I write one page and then another. One day's work is all I can permit myself to contemplate.”",John Steinbeck
“How would your life be different if...You pretended those around you were deaf to your words? Let today be the day...You let your actions speak and communicate your feelings and intentions.”,Steve Maraboli
“Are you going to allow the world around you to change while you remain stagnant? Make this the time you throw away old habits that have hindered your happiness and success and finally allow your greatest self to flourish.”,Steve Maraboli
“Life itself is simple...it's just not easy.”,Steve Maraboli
"“You are where you are right now because of the actions you've taken, or maybe, the inaction you've taken.”",Steve Maraboli
